,story_id,premises,premises-FOL,conclusion,conclusion-FOL,label,example_id,gpt Translations,qwen Translations
163,55,"A businessperson is someone who has ownership over part of a company. 
People who own a company make money from it. 
A businessperson can be either a businessman or a businesswoman. 
Many businesspersons are extroverted.
Businesspersons can handle money well.
Bob is a businessman who has ownership over Microsoft.","∀x (BusinessPerson(x) → ∃y(Company(y) ∧ Ownership(x, y)))
∀x ∀y (Ownership(x, y) → MakeMoney(x, y))
∀x (BusinessPerson(x) → (BusinessMan(x) ⊕ BusinessWoman(x)))
∃x (BusinessPerson(x) ∧ Extrovert(x))
∀x (BusinessPerson(x) → HandleMoney(x))
BusinessPerson(bob) ∧ Ownership(bob, microsoft)",Bob is a businessperson who makes money off Microsoft.,"BusinessPerson(bob) ∧ MakeMoney(bob, microsoft)",True,164,"∃y (Businessperson(x) ↔ Owns(x, y))  
∀x ∀y (Owns(x, y) → MakesMoneyFrom(x, y))  
∀x (Businessperson(x) → (Businessman(x) ⊕ Businesswoman(x)))  
∀x (Businessperson(x) → Extroverted(x))  
∀x (Businessperson(x) → HandlesMoneyWell(x))  
Businessman(bob","

∀x (Businessperson(x) → ∃y (Owns(x, y) ∧ Company(y)))  
∀x (Owns(x, Company) → MakesMoney(x))  
Businessperson(x) ↔ Businessman(x) ∨ Businesswoman(x)  
∃x (Businessperson(x) ∧ Extroverted(x))  
∀x (Businessperson(x) → HandleMoney(x))  
Businessman(Bob) ∧ Owns(Bob, Microsoft)"
164,179,"A teenager student is either in college or in high school.
John is a teenager student in college.
If a teenager student in college has more freedom regarding their lifestyle, they will explore personal interests.
If a teenager student is in college, they have more freedom regarding their lifestyle and have graduated from high school.
Catherine does not have more freedom regarding their lifestyle.
Catherine is a teenager student.","∀x (TeenagerStudent(x) → (InCollege(x) ⊕ InHighSchool(x)))
TeenagerStudent(john) ∧ InCollege(john)
∀x (TeenagerStudent(x) ∧ InCollege(x) ∧ MoreFreedomRegardingLifestyle(x) → Explore(x, personalInterest))
∀x (TeenagerStudent(x) ∧ InCollege(x) → (MoreFreedomRegardingLifestyle(x) ∧ GraduatedFromHighSchool(x)))
¬MoreFreedomRegardingLifestyle(catherine)
TeenagerStudent(catherine)",John will explore personal interests.,"Explore(john, personalInterest)",Uncertain,515,"∀x ((Teenager(x) ∧ Student(x)) → (College(x) ∨ HighSchool(x)))
Teenager(john) ∧ Student(john) ∧ College(john)
∀x ((Teenager(x) ∧ Student(x) ∧ College(x) ∧ Freedom(x)) → Explore(x))
∀x ((Teenager(x) ∧ Student(x) ∧ College(x)) → (Freedom(x) ∧ Graduated(x)))
¬Freedom(catherine)
Teenager","

∀x (TeenagerStudent(x) → (InCollege(x) ∨ InHighSchool(x)))  
TeenagerStudent(John) ∧ InCollege(John)  
∀x (TeenagerStudent(x) ∧ InCollege(x) ∧ HasMoreFreedom(x) → ExploresPersonalInterests(x))  
∀x (TeenagerStudent(x) ∧ InCollege(x) → (HasMoreFreedom(x) ∧ GraduatedFromHighSchool(x)))  
¬HasMoreFreedom(Catherine)  
TeenagerStudent(Catherine)"
165,179,"A teenager student is either in college or in high school.
John is a teenager student in college.
If a teenager student in college has more freedom regarding their lifestyle, they will explore personal interests.
If a teenager student is in college, they have more freedom regarding their lifestyle and have graduated from high school.
Catherine does not have more freedom regarding their lifestyle.
Catherine is a teenager student.","∀x (TeenagerStudent(x) → (InCollege(x) ⊕ InHighSchool(x)))
TeenagerStudent(john) ∧ InCollege(john)
∀x (TeenagerStudent(x) ∧ InCollege(x) ∧ MoreFreedomRegardingLifestyle(x) → Explore(x, personalInterest))
∀x (TeenagerStudent(x) ∧ InCollege(x) → (MoreFreedomRegardingLifestyle(x) ∧ GraduatedFromHighSchool(x)))
¬MoreFreedomRegardingLifestyle(catherine)
TeenagerStudent(catherine)",Catherine is a teenager student in high school.,TeenagerStudent(catherine) ∧ InHighSchool(catherine),True,516,"∀x (TeenStudent(x) → (College(x) ∨ HighSchool(x)))

TeenStudent(john) ∧ College(john)

∀x ((TeenStudent(x) ∧ College(x) ∧ Free(x)) → Explore(x))

∀x ((TeenStudent(x) ∧ College(x)) → (Free(x) ∧ Graduated(x)))

¬","

∀x (TeenStudent(x) → (InCollege(x) ∨ InHighSchool(x)))  
TeenStudent(John) ∧ InCollege(John)  
∀x (TeenStudent(x) ∧ InCollege(x) ∧ MoreFreedom(x) → ExploreInterests(x))  
∀x (TeenStudent(x) ∧ InCollege(x) → (MoreFreedom(x) ∧ GraduatedHighSchool(x)))  
¬MoreFreedom(Catherine)  
TeenStudent(Catherine)"
166,179,"A teenager student is either in college or in high school.
John is a teenager student in college.
If a teenager student in college has more freedom regarding their lifestyle, they will explore personal interests.
If a teenager student is in college, they have more freedom regarding their lifestyle and have graduated from high school.
Catherine does not have more freedom regarding their lifestyle.
Catherine is a teenager student.","∀x (TeenagerStudent(x) → (InCollege(x) ⊕ InHighSchool(x)))
TeenagerStudent(john) ∧ InCollege(john)
∀x (TeenagerStudent(x) ∧ InCollege(x) ∧ MoreFreedomRegardingLifestyle(x) → Explore(x, personalInterest))
∀x (TeenagerStudent(x) ∧ InCollege(x) → (MoreFreedomRegardingLifestyle(x) ∧ GraduatedFromHighSchool(x)))
¬MoreFreedomRegardingLifestyle(catherine)
TeenagerStudent(catherine)",Catherine has graduated from high school.,GraduatedFromHighSchool(catherine),Uncertain,517,"FOL Premises:
∀x ((Teenager(x) ∧ Student(x)) → (College(x) ⊕ HighSchool(x)))
Teenager(john) ∧ Student(john) ∧ College(john)
∀x ((Teenager(x) ∧ Student(x) ∧ College(x) ∧ Freedom(x)) → ExploreInterests(x))
∀x ((Teenager(x) ∧ Student(x) ∧ College(x)) → (Freedom(x) ∧ GraduatedHighSchool(x)))
¬Freedom(catherine)
Teenager","

∀x (TeenStudent(x) → (InCollege(x) ∨ InHighSchool(x)))  
TeenStudent(John) ∧ InCollege(John)  
∀x ((TeenStudent(x) ∧ InCollege(x) ∧ HasMoreFreedom(x)) → ExploresInterests(x))  
∀x ((TeenStudent(x) ∧ InCollege(x)) → (HasMoreFreedom(x) ∧ GraduatedHighSchool(x)))  
¬HasMoreFreedom(Catherine)  
TeenStudent(Catherine)"
167,404,"There is no resident of Book City who has time allocated to read but doesn't have a reading habit.
All residents of Book City who care about learning new knowledge have time allocated to read.
All residents of Book City who are humble about their knowledge care about learning new knowledge.
All residents of Book City are humble about what they know or confident about their knowledge.
If Mary, a resident of Book City, isn't humble about her knowledge and doesn't have a reading habit, then she isn't humble about her knowledge.","¬∃x (In(x, bookCity) ∧ HaveTimeFor(x, reading) ∧ ¬Have(x, readingHabit))
∀x ((CareAboutLearning(x, newKnowledge) ∧ In(x, bookCity)) → HaveTimeFor(x, reading))
∀x ((HumbleAbout(x, theirKnowledge) ∧ In(x, bookCity)) → CareAboutLearning(x, newKnowledge))
∀x (In(x, bookCity) → (HumbleAbout(x, theirKnowledge) ∨ ConfidentAbout(x, theirKnowledge)))
(In(mary, bookCity) ∧ (¬(HumbleAbout(mary, theirKnowledge) ∧ ReadingHabit(mary)))) → ¬HumbleAbout(mary, theirKnowledge)",Mary has time allocated to read.,"HaveTimeFor(x, reading)",Uncertain,1120,"¬∃x (BookCity(x) ∧ TimeAllocated(x) ∧ ¬ReadingHabit(x))  
∀x (BookCity(x) ∧ CareNewKnowledge(x) → TimeAllocated(x))  
∀x (BookCity(x) ∧ Humble(x) → CareNewKnowledge(x))  
∀x (BookCity(x) → (Humble(x) ∨ Confident(x)))  
(BookCity(mary) ∧ ¬Humble(mary) ∧ ¬ReadingHabit(mary","

∀x (Resident(x) → (¬TimeAllocated(x) ∨ ReadingHabit(x)))  
∀x (Resident(x) ∧ Care(x) → TimeAllocated(x))  
∀x (Resident(x) ∧ Humble(x) → Care(x))  
∀x (Resident(x) → (Humble(x) ∨ Confident(x)))  
(Resident(Mary) ∧ ¬Humble(Mary) ∧ ¬ReadingHabit(Mary)) → ¬Humble(Mary)"
168,404,"There is no resident of Book City who has time allocated to read but doesn't have a reading habit.
All residents of Book City who care about learning new knowledge have time allocated to read.
All residents of Book City who are humble about their knowledge care about learning new knowledge.
All residents of Book City are humble about what they know or confident about their knowledge.
If Mary, a resident of Book City, isn't humble about her knowledge and doesn't have a reading habit, then she isn't humble about her knowledge.","¬∃x (In(x, bookCity) ∧ HaveTimeFor(x, reading) ∧ ¬Have(x, readingHabit))
∀x ((CareAboutLearning(x, newKnowledge) ∧ In(x, bookCity)) → HaveTimeFor(x, reading))
∀x ((HumbleAbout(x, theirKnowledge) ∧ In(x, bookCity)) → CareAboutLearning(x, newKnowledge))
∀x (In(x, bookCity) → (HumbleAbout(x, theirKnowledge) ∨ ConfidentAbout(x, theirKnowledge)))
(In(mary, bookCity) ∧ (¬(HumbleAbout(mary, theirKnowledge) ∧ ReadingHabit(mary)))) → ¬HumbleAbout(mary, theirKnowledge)",Mary is humble about what she knows and confident about what she knows.,"HumbleAbout(mary, theirKnowledge) ∨ ConfidentAbout(mary, theirKnowledge)",False,1121,"∃x (Resident(x) ∧ Time(x) ∧ ¬ReadingHabit(x)) ⟶ ¬∃x (Resident(x) ∧ Time(x) ∧ ¬ReadingHabit(x))

∀x ((Resident(x) ∧ Care(x)) → Time(x))

∀x ((Resident(x) ∧ Humble(x)) → Care(x))

∀x (Resident(x) → (Humble(x) ∨ Confident(x)))

(Resident(Mary) ∧ ¬Humble(Mary) ∧ ¬ReadingHabit(Mary","

∀x (Resident(x) → ¬(TimeAllocated(x) ∧ ¬ReadingHabit(x)))  
∀x (Resident(x) ∧ Care(x) → TimeAllocated(x))  
∀x (Resident(x) ∧ Humble(x) → Care(x))  
∀x (Resident(x) → Humble(x) ∨ Confident(x))  
(¬Humble(mary) ∧ ¬ReadingHabit(mary)) → ¬Humble(mary)"
169,404,"There is no resident of Book City who has time allocated to read but doesn't have a reading habit.
All residents of Book City who care about learning new knowledge have time allocated to read.
All residents of Book City who are humble about their knowledge care about learning new knowledge.
All residents of Book City are humble about what they know or confident about their knowledge.
If Mary, a resident of Book City, isn't humble about her knowledge and doesn't have a reading habit, then she isn't humble about her knowledge.","¬∃x (In(x, bookCity) ∧ HaveTimeFor(x, reading) ∧ ¬Have(x, readingHabit))
∀x ((CareAboutLearning(x, newKnowledge) ∧ In(x, bookCity)) → HaveTimeFor(x, reading))
∀x ((HumbleAbout(x, theirKnowledge) ∧ In(x, bookCity)) → CareAboutLearning(x, newKnowledge))
∀x (In(x, bookCity) → (HumbleAbout(x, theirKnowledge) ∨ ConfidentAbout(x, theirKnowledge)))
(In(mary, bookCity) ∧ (¬(HumbleAbout(mary, theirKnowledge) ∧ ReadingHabit(mary)))) → ¬HumbleAbout(mary, theirKnowledge)",Mary is either humble about what she knows or confident about what she knows.,"HumbleAbout(mary, theirKnowledge) ⊕ ConfidentAbout(mary, theirKnowledge)",True,1122,"∀x ((Resident(x) ∧ TimeAllocated(x)) → ReadingHabit(x))  
∀x ((Resident(x) ∧ CareNew(x)) → TimeAllocated(x))  
∀x ((Resident(x) ∧ Humble(x)) → CareNew(x))  
∀x (Resident(x) → (Humble(x) ∨ Confident(x)))  
(Resident(mary) ∧ ¬Humble(mary) ∧ ¬ReadingHabit(mary","

∀x (ResidentOfBookCity(x) → (HasTimeAllocatedToRead(x) → ReadingHabit(x)))  
∀x (ResidentOfBookCity(x) → (CareAboutLearning(x) → HasTimeAllocatedToRead(x)))  
∀x (ResidentOfBookCity(x) → (HumbleAboutKnowledge(x) → CareAboutLearning(x)))  
∀x (ResidentOfBookCity(x) → (HumbleAboutKnowledge(x) ∨ ConfidentAboutKnowledge(x)))  
(¬HumbleAboutKnowledge(Mary) ∧ ¬ReadingHabit(Mary)) → ¬HumbleAboutKnowledge(Mary)"
170,239,"Tame Impala is the psychedelic music project of Australian multi-instrumentalist Kevin Parker.
In the recording studio, Kevin Parker writes, records, performs, and produces all of the project's music. 
As a touring act, Tame Impala members are Kevin Parker, Dominic Simper, Jay Watson, Cam Avery, and Julien Barbagallo.
The Less I Know the Better is the most popular song from Tame Impala.
If a song is the most popular song from Tame Impala, then the song is in the music project of Kevin Parker.","PsychedelicMusicProjectOf(tameImpala, kevinParker) ∧ Australian(kevinParker) ∧ Multi-Instrumentalist(kevinParker)
∀x (ProjectsMusic(x) → Wrote(kevinParker, x) ∧ Recorded(kevinParker, x) ∧ Produced(kevinParker, x))
MemberOf(kevinParker, tameImpala) ∧ MemberOf(dominicSimper , tameImpala)∧ MemberOf(jayWatson, tameImpala) ∧ MemberOf(camAvery, tameImpala) ∧ MemberOf(julienBarbagallo, tameImpala)
MostPopularSongFrom(theLessIKnowTheBetter, tameImpala)
∀x (TheMostPopularSongFrom(x, tameImpala) → ProjectsMusic(x))",The Less I Know the Better was written by Kevin Parker.,"Wrote(kevinParker, theLessIKnowTheBetter)",True,679,"MusicProject(TameImpala)  
Psychedelic(TameImpala)  
Australian(Kevin)  
MultiInstrumentalist(Kevin)  
Creator(Kevin,TameImpala)  
∀m ((InProject(m,TameImpala)) → (Writes(Kevin,m) ∧ Records(Kevin,m) ∧ Performs(Kevin,m) ∧ Produces(Kevin,m)))  
MemberOf(Kevin,TameImpala) ∧ MemberOf(Dominic,TameImpala) ∧ MemberOf(Jay,TameImpala) ∧ MemberOf(Cam,TameImpala) ∧ MemberOf(Julien,TameImpala)  
TouringAct(TameImpala)  
Song(SongLIK)  
MostPopularSong(SongLIK,TameImpala)  
∀s (MostPopularSong(s,TameImpala)","

∀x (Popular(x, TameImpala) → InMusicProject(x, KevinParker))  
Popular(LessIKnowTheBetter, TameImpala)  
Members(TameImpala, KevinParker) ∧ Members(TameImpala, DominicSimper) ∧ Members(TameImpala, JayWatson) ∧ Members(TameImpala, CamAvery) ∧ Members(TameImpala, JulienBarbagallo)  
Writes(KevinParker, TameImpala) ∧ Records(KevinParker, TameImpala) ∧ Performs(KevinParker, TameImpala) ∧ Produces(KevinParker, TameImpala)  
MusicProject(TameImpala, KevinParker) ∧ Australian(KevinParker) ∧ MultiInstrumentalist(KevinParker)"
171,239,"Tame Impala is the psychedelic music project of Australian multi-instrumentalist Kevin Parker.
In the recording studio, Kevin Parker writes, records, performs, and produces all of the project's music. 
As a touring act, Tame Impala members are Kevin Parker, Dominic Simper, Jay Watson, Cam Avery, and Julien Barbagallo.
The Less I Know the Better is the most popular song from Tame Impala.
If a song is the most popular song from Tame Impala, then the song is in the music project of Kevin Parker.","PsychedelicMusicProjectOf(tameImpala, kevinParker) ∧ Australian(kevinParker) ∧ Multi-Instrumentalist(kevinParker)
∀x (ProjectsMusic(x) → Wrote(kevinParker, x) ∧ Recorded(kevinParker, x) ∧ Produced(kevinParker, x))
MemberOf(kevinParker, tameImpala) ∧ MemberOf(dominicSimper , tameImpala)∧ MemberOf(jayWatson, tameImpala) ∧ MemberOf(camAvery, tameImpala) ∧ MemberOf(julienBarbagallo, tameImpala)
MostPopularSongFrom(theLessIKnowTheBetter, tameImpala)
∀x (TheMostPopularSongFrom(x, tameImpala) → ProjectsMusic(x))",The origins of Tame Impala can be found in San Francisco.,FoundInSanFrancisco(originOfTameImpala),Uncertain,680,"Project(t) ∧ Psychedelic(t) ∧ MultiInstr(k) ∧ ProjectOf(t, k)  
∀s (InProject(s, t) → Writes(k, s) ∧ Records(k, s) ∧ Performs(k, s) ∧ Produces(k, s))  
Member(k, t) ∧ Member(d, t) ∧ Member(j, t) ∧ Member(c, t) ∧ Member(b, t)  
MostPopularSong(l, t)  
∀s (MostPopularSong(s,","

∀x (MostPopularSong(x, TameImpala) → InMusicProject(x, KevinParker))  
MusicProjectOf(TameImpala, KevinParker)  
Writes(KevinParker, TameImpala)  
Records(KevinParker, TameImpala)  
Performs(KevinParker, TameImpala)  
Produces(KevinParker, TameImpala)  
MostPopularSong(TheLessIKnowTheBetter, TameImpala)"
172,239,"Tame Impala is the psychedelic music project of Australian multi-instrumentalist Kevin Parker.
In the recording studio, Kevin Parker writes, records, performs, and produces all of the project's music. 
As a touring act, Tame Impala members are Kevin Parker, Dominic Simper, Jay Watson, Cam Avery, and Julien Barbagallo.
The Less I Know the Better is the most popular song from Tame Impala.
If a song is the most popular song from Tame Impala, then the song is in the music project of Kevin Parker.","PsychedelicMusicProjectOf(tameImpala, kevinParker) ∧ Australian(kevinParker) ∧ Multi-Instrumentalist(kevinParker)
∀x (ProjectsMusic(x) → Wrote(kevinParker, x) ∧ Recorded(kevinParker, x) ∧ Produced(kevinParker, x))
MemberOf(kevinParker, tameImpala) ∧ MemberOf(dominicSimper , tameImpala)∧ MemberOf(jayWatson, tameImpala) ∧ MemberOf(camAvery, tameImpala) ∧ MemberOf(julienBarbagallo, tameImpala)
MostPopularSongFrom(theLessIKnowTheBetter, tameImpala)
∀x (TheMostPopularSongFrom(x, tameImpala) → ProjectsMusic(x))",Jay Watson is one of the members of Tame Impala.,"MemberOf(jayWatson, tameImpala)",True,681,"∃x (Project(x) ∧ PsychedelicProject(x) ∧ Creator(KevinParker, x)) ∧ (x = TameImpala)  
∀m (InSongProject(m, TameImpala) → (Writes(KevinParker, m) ∧ Records(KevinParker, m) ∧ Performs(KevinParker, m) ∧ Produces(KevinParker, m)))  
Member(KevinParker, TameImpala) ∧ Member(DominicSimper, TameImpala) ∧ Member(JayWatson, TameImpala) ∧ Member(CamAvery, TameImpala) ∧ Member(JulienBarbagallo, TameImpala)  
MostPopularSongFrom(LessIKnowTheBetter, TameImpala)  
∀s (MostPopularSongFrom(s, TameImpala) → In","

∀x (MostPopular(x, TameImpala) → CreatedBy(x, KevinParker))  
∀x (MemberOf(x, TameImpala) → (x = KevinParker ∨ x = DominicSimper ∨ x = JayWatson ∨ x = CamAvery ∨ x = JulienBarbagallo))  
∀x (Drives(x, TameImpala) ∧ Records(x, TameImpala) ∧ Performs(x, TameImpala) ∧ Produces(x, TameImpala) → x = KevinParker)  
MostPopular(TheLessIKnowTheBetter, TameImpala)  
ProjectOf(TameImpala, KevinParker) ∧ Australian(KevinParker) ∧ MultiInstrumentalist(KevinParker)  
(MemberOf(KevinParker, TameImpala) ∧ MemberOf(DominicSimper, TameImpala) ∧ MemberOf(JayWatson, TameImpala) ∧ MemberOf(CamAvery, TameImpala) ∧ MemberOf(JulienBarbagallo, TameImpala))"
173,336,"No vegetables are called sweets.
All desserts are called sweets. 
All vegetables are grown. 
All cookies are desserts. 
The cake is either called a cookie or it is called a sweet. ","∀x (Vegetable(x) → Sweet(x))
∀x (Dessert(x) → Sweet(x))
∀x (Vegetable(x) → Grown(x))
∀x (Cookie(x) → Dessert(x))
Cookie(cake) ⊕ Sweet(cake)",Cake is called a dessert.,Dessert(cake),Uncertain,878,"∀x (Vegetable(x) → ¬Sweet(x))  
∀x (Dessert(x) → Sweet(x))  
∀x (Vegetable(x) → Grown(x))  
∀x (Cookie(x) → Dessert(x))  
(Cookie","

∀x (Vegetable(x) → ¬CalledSweet(x))  
∀x (Dessert(x) → CalledSweet(x))  
∀x (Vegetable(x) → Grown(x))  
∀x (Cookie(x) → Dessert(x))  
CalledCookie(cake) ⊕ CalledSweet(cake)"
174,336,"No vegetables are called sweets.
All desserts are called sweets. 
All vegetables are grown. 
All cookies are desserts. 
The cake is either called a cookie or it is called a sweet. ","∀x (Vegetable(x) → Sweet(x))
∀x (Dessert(x) → Sweet(x))
∀x (Vegetable(x) → Grown(x))
∀x (Cookie(x) → Dessert(x))
Cookie(cake) ⊕ Sweet(cake)",Cake is a vegetable.,Vegetable(cake),False,879,"FOL Premises:
∀x (Vegetable(x) → ¬Sweet(x))
∀x (Dessert(x) → Sweet(x))
∀x (Vegetable(x) → Grown(x))
∀x (Cookie(x) → Dessert(x))
Cookie","

∀x (IsVegetable(x) → ¬CalledSweet(x))  
∀x (IsDessert(x) → CalledSweet(x))  
∀x (IsVegetable(x) → IsGrown(x))  
∀x (IsCookie(x) → IsDessert(x))  
CalledCookie(cake) ∨ CalledSweet(cake)"
175,336,"No vegetables are called sweets.
All desserts are called sweets. 
All vegetables are grown. 
All cookies are desserts. 
The cake is either called a cookie or it is called a sweet. ","∀x (Vegetable(x) → Sweet(x))
∀x (Dessert(x) → Sweet(x))
∀x (Vegetable(x) → Grown(x))
∀x (Cookie(x) → Dessert(x))
Cookie(cake) ⊕ Sweet(cake)",Cake is not a vegetable.,¬Vegetable(cake),True,880,"∀x (Vegetable(x) → ¬Sweet(x))
∀x (Dessert(x) → Sweet(x))
∀x (Vegetable(x) → Grown(x))
∀x (Cookie(x) → Dessert(x))
Cookie(c","

∀x (Vegetable(x) → ¬CalledSweet(x))  
∀x (Dessert(x) → CalledSweet(x))  
∀x (Vegetable(x) → Grown(x))  
∀x (Cookie(x) → Dessert(x))  
CalledCookie(cake) ∨ CalledSweet(cake)"
176,358,"If people play competitive equestrian polo, then they are not expected to prepare for standardized exams.
If people are world-class at horse riding and polo, then they play competitive equestrian polo.
If people are expected to become a doctor or lawyers after school, then they are expected to prepare for standardized exams.
If people are expected to get high-paying and stable careers, then they are expected to become a doctor or a lawyer after school.
People who are nominated the CRA reward during the undergraduate study are expected to get high paying, stable careers. 
Riley either both is expected to get a high paying, stable career and expected to prepare for standardized exams, or she neither is expected to get a high paying, stable career nor expected to prepare for standardized exams.","∀x (Play(x, competitiveEquestrianPolo) → ¬ExpectedToPrepareFor(x, standardizedExam))
∀x (WorldClassAt(x, horseRiding) ∧ WorldClassAt(x, polo) → Play(riley, competitiveEquestrianPolo))
∀x (ExpectedToBecome(x, doctor) ∨ ExpectedToBecome(x, lawyer) → ExpectedToPrepareFor(x, standardizedExam))
∀x (ExpectedToGet(x, highPayingCareer) ∧ ExpectedToGet(x, stableCareer) → ExpectedToBe(x, doctor) ∨ ExpectedToBe(x, lawyer))
∀x (Nominated(x, cRAAward) → ExpectedToGet(x, highPayingCareer) ∧ ExpectedToGet(x, stableCareer))
¬((ExpectedToGet(riley, highPayingCareer) ∧ ExpectedToGet(riley, stableCareer)) ⊕ ExpectedToPrepareFor(riley, standardizedExam))",Riley is world-class at horse riding and polo.,"WorldClassAt(x, horseRiding) ∧ WorldClassAt(x, polo)",Uncertain,949,"∀x (Polo(x) → ¬ExpectedPrepare(x))  
∀x ((WorldClassHorseRiding(x) ∧ WorldClassPolo(x)) → Polo(x))  
∀x (ExpectedDoctorOrLawyer(x) → ExpectedPrepare(x))  
∀x (ExpectedHighPayStable(x) → ExpectedDoctorOrLawyer(x))  
∀x (NominatedCRA(x) → ExpectedHighPayStable(x))  
(ExpectedHighPayStable(riley) ∧ ExpectedPrepare(riley)) ⊕ ¬(ExpectedHighPayStable(r","

∀x (PlayPolo(x) → ¬PrepareExams(x))  
∀x (WorldClass(x) → PlayPolo(x))  
∀x (BecomeDoctorLawyer(x) → PrepareExams(x))  
∀x (HighPayingCareer(x) → BecomeDoctorLawyer(x))  
∀x (CRAReward(x) → HighPayingCareer(x))  
(HighPayingCareer(Riley) ∧ PrepareExams(Riley)) ⊕ (¬HighPayingCareer(Riley) ∧ ¬PrepareExams(Riley))"
177,358,"If people play competitive equestrian polo, then they are not expected to prepare for standardized exams.
If people are world-class at horse riding and polo, then they play competitive equestrian polo.
If people are expected to become a doctor or lawyers after school, then they are expected to prepare for standardized exams.
If people are expected to get high-paying and stable careers, then they are expected to become a doctor or a lawyer after school.
People who are nominated the CRA reward during the undergraduate study are expected to get high paying, stable careers. 
Riley either both is expected to get a high paying, stable career and expected to prepare for standardized exams, or she neither is expected to get a high paying, stable career nor expected to prepare for standardized exams.","∀x (Play(x, competitiveEquestrianPolo) → ¬ExpectedToPrepareFor(x, standardizedExam))
∀x (WorldClassAt(x, horseRiding) ∧ WorldClassAt(x, polo) → Play(riley, competitiveEquestrianPolo))
∀x (ExpectedToBecome(x, doctor) ∨ ExpectedToBecome(x, lawyer) → ExpectedToPrepareFor(x, standardizedExam))
∀x (ExpectedToGet(x, highPayingCareer) ∧ ExpectedToGet(x, stableCareer) → ExpectedToBe(x, doctor) ∨ ExpectedToBe(x, lawyer))
∀x (Nominated(x, cRAAward) → ExpectedToGet(x, highPayingCareer) ∧ ExpectedToGet(x, stableCareer))
¬((ExpectedToGet(riley, highPayingCareer) ∧ ExpectedToGet(riley, stableCareer)) ⊕ ExpectedToPrepareFor(riley, standardizedExam))",Riley is nominated the CRA reward during the undergraduate study.,"Nominated(riley, cRAAward)",Uncertain,950,"∀x (PlayPolo(x) → ¬ExpectPrepare(x))
∀x (WorldClass(x) → PlayPolo(x))
∀x (ExpectedDoctorOrLawyer(x) → ExpectPrepare(x))
∀x (ExpectedHighPayStability(x) → ExpectedDoctorOrLawyer(x))
∀x (NominatedCRA(x) → ExpectedHighPayStability(x))
( ExpectedHighPayStability(riley) ∧ ExpectPrepare(riley) ) ⊕ ¬( ExpectedHighPayStability(r","

∀x (P(x) → ¬Q(x))  
∀x (R(x) → P(x))  
∀x (S(x) → Q(x))  
∀x (T(x) → S(x))  
∀x (U(x) → T(x))  
(T(riley) ∧ Q(riley)) ⊕ (¬T(riley) ∧ ¬Q(riley))"
178,358,"If people play competitive equestrian polo, then they are not expected to prepare for standardized exams.
If people are world-class at horse riding and polo, then they play competitive equestrian polo.
If people are expected to become a doctor or lawyers after school, then they are expected to prepare for standardized exams.
If people are expected to get high-paying and stable careers, then they are expected to become a doctor or a lawyer after school.
People who are nominated the CRA reward during the undergraduate study are expected to get high paying, stable careers. 
Riley either both is expected to get a high paying, stable career and expected to prepare for standardized exams, or she neither is expected to get a high paying, stable career nor expected to prepare for standardized exams.","∀x (Play(x, competitiveEquestrianPolo) → ¬ExpectedToPrepareFor(x, standardizedExam))
∀x (WorldClassAt(x, horseRiding) ∧ WorldClassAt(x, polo) → Play(riley, competitiveEquestrianPolo))
∀x (ExpectedToBecome(x, doctor) ∨ ExpectedToBecome(x, lawyer) → ExpectedToPrepareFor(x, standardizedExam))
∀x (ExpectedToGet(x, highPayingCareer) ∧ ExpectedToGet(x, stableCareer) → ExpectedToBe(x, doctor) ∨ ExpectedToBe(x, lawyer))
∀x (Nominated(x, cRAAward) → ExpectedToGet(x, highPayingCareer) ∧ ExpectedToGet(x, stableCareer))
¬((ExpectedToGet(riley, highPayingCareer) ∧ ExpectedToGet(riley, stableCareer)) ⊕ ExpectedToPrepareFor(riley, standardizedExam))","Riley either plays competitive equestrian polo or, if she does not, then she is nominated the CRA reward during the undergraduate study.","Play(riley, competitiveEquestrianPolo) ⊕ Nominated(riley, cRAAward)",Uncertain,951,"∀x (Play(x) → ¬ExpectedPrepare(x)) :::
∀x (WorldClassPolo(x) → Play(x)) :::
∀x (ExpectedDoctorLawyer(x) → ExpectedPrepare(x)) :::
∀x (ExpectedHighPayingCareer(x) → ExpectedDoctorLawyer(x)) :::
∀x (NominatedCRA(x) → ExpectedHighPayingCareer(x)) :::
((ExpectedHighPayingCareer(riley) ∧ ExpectedPrepare(riley)) ⊕ ¬(ExpectedHighPayingCareer(riley","

∀x (PlayPolo(x) → ¬PrepareExams(x))  
∀x (WorldClass(x) → PlayPolo(x))  
∀x (BecomeDoctorLawyer(x) → PrepareExams(x))  
∀x (GetHighPayingCareer(x) → BecomeDoctorLawyer(x))  
∀x (NominatedCRA(x) → GetHighPayingCareer(x))  
(GetHighPayingCareer(Riley) ∧ PrepareExams(Riley)) ⊕ (¬GetHighPayingCareer(Riley) ∧ ¬PrepareExams(Riley))"
